order_id,customer_id,product_category,quantity,price_inr,transaction_date,customer_email,customer_phone
ORD0000651,CUST00186,Electronics,2,3426.61,2024-02-24 06:00:00,quincysankaran@example.com,+91-9725275029
ORD0000652,CUST00398,Electronics,2,451.9,2024-02-24 08:00:00,horashivani@example.net,+91-9429079596
ORD0000653,CUST00223,Electronics,2,2873.76,2024-02-24 10:00:00,aramachandran@example.net,+91-9509826633
ORD0000654,CUST00634,Apparel,1,2614.41,2024-02-24 12:00:00,sameshmallick@example.net,+91-9112584519
ORD0000655,CUST00133,Electronics,1,248.14,2024-02-24 14:00:00,chaudryrachit@example.com,+91-9323607002
ORD0000656,CUST00163,Grocery,1,302.35,2024-02-24 16:00:00,ronith71@example.com,+91-9849734793
ORD0000657,CUST00215,Electronics,2,11620.23,2024-02-24 18:00:00,owable@example.com,+91-9267292813
ORD0000658,CUST00733,Electronics,1,5171.54,2024-02-24 20:00:00,lramanathan@example.org,+91-9475068461
ORD0000659,CUST00235,Electronics,2,869.99,2024-02-24 22:00:00,indira79@example.org,+91-9142937466
ORD0000660,CUST00658,Electronics,3,1161.39,2024-02-25 00:00:00,frado25@example.org,+91-9648204787
ORD0000661,CUST00751,Electronics,3,477.78,2024-02-25 02:00:00,dalajadada@example.org,+91-9525180021
ORD0000662,CUST00588,Grocery,1,1383.47,2024-02-25 04:00:00,lohit86@example.com,+91-9313586506
ORD0000663,CUST00009,Electronics,1,438.26,2024-02-25 06:00:00,leelasampath@example.org,+91-9975543045
ORD0000664,CUST00074,Books,1,117.64,2024-02-25 08:00:00,syogi@example.net,+91-9415468820
ORD0000665,CUST00492,Electronics,2,239.47,2024-02-25 10:00:00,ojassuri@example.com,+91-9507886013
ORD0000666,CUST00253,Electronics,3,,2024-02-25 12:00:00,rachitmurty@example.com,+91-9762559968
ORD0000667,CUST00230,Grocery,1,289.73,2024-02-25 14:00:00,parmeraditya@example.com,+91-9461622118
ORD0000668,CUST00519,Electronics,1,839.43,2024-02-25 16:00:00,robertrajagopalan@example.net,+91-9433062999
ORD0000669,CUST00174,Electronics,3,306.54,2024-02-25 18:00:00,rrege@example.com,+91-9177158865
ORD0000670,CUST00653,Electronics,3,410.61,2024-02-25 20:00:00,fsawhney@example.org,+91-9843647330
ORD0000671,CUST00168,Electronics,1,2107.31,2024-02-25 22:00:00,balasubramanianthomas@example.com,+91-9183137341
ORD0000672,CUST00170,Books,2,1149.96,2024-02-26 00:00:00,maharajumang@example.net,+91-9440452714
ORD0000673,CUST00393,Electronics,1,889.21,2024-02-26 02:00:00,om79@example.net,+91-9437992786
ORD0000674,CUST00795,Grocery,1,2162.38,2024-02-26 04:00:00,hvaidya@example.net,+91-9831276980
ORD0000675,CUST00634,Books,4,1451.87,2024-02-26 06:00:00,loyaljeevika@example.net,+91-9988641175
ORD0000676,CUST00194,Electronics,3,3814.49,2024-02-26 08:00:00,sastrytejas@example.com,+91-9296028093
ORD0000677,CUST00517,Home,3,566.88,2024-02-26 10:00:00,kotachameli@example.org,+91-9587008161
ORD0000678,CUST00029,Electronics,1,584.27,2024-02-26 12:00:00,wlall@example.org,+91-9665408789
ORD0000679,CUST00165,Beauty,3,244.42,2024-02-26 14:00:00,xdalal@example.org,+91-9196770627
ORD0000680,CUST00422,Electronics,1,584.65,2024-02-26 16:00:00,indalisangha@example.org,+91-9391029176
ORD0000681,CUST00339,Apparel,1,3100000.0,2024-02-26 18:00:00,samueljhaveri@example.org,+91-9203825929
ORD0000682,CUST00648,Electronics,2,3294.43,2024-02-26 20:00:00,avni98@example.org,+91-9587713031
ORD0000683,CUST00496,Electronics,1,2345.62,2024-02-26 22:00:00,brinda49@example.com,+91-9652977632
ORD0000684,CUST00365,Apparel,3,149.28,2024-02-27 00:00:00,deshmukhnisha@example.org,+91-9589842298
ORD0001559,CUST00342,Grocery,2,2652.2,2024-02-27 02:00:00,jonathan23@example.org,+91-9468260133
ORD0000686,CUST00500,Electronics,1,142.81,2024-02-27 04:00:00,yug67@example.org,+91-9519496938
ORD0000687,CUST00657,Electronics,1,2204.19,2024-02-27 06:00:00,oeshi67@example.org,+91-9155213885
ORD0000688,CUST00511,Grocery,1,621.55,2024-02-27 08:00:00,rauyutika@example.net,+91-9252923291
ORD0000689,CUST00327,Apparel,three,1812.63,2024-02-27 10:00:00,jyoti77@example.com,+91-9563732617
ORD0000690,CUST00217,Beauty,2,236.88,2024-02-27 12:00:00,chandertara@example.net,+91-9334215724
ORD0000691,CUST00301,Grocery,3,2896.24,2024-02-27 14:00:00,dev86@example.org,+91-9540597312
ORD0000692,CUST00132,Home,1,207.48,2024-02-27 16:00:00,fkakar@example.com,+91-9596105441
ORD0000693,CUST00070,Grocery,1,460.15,2024-02-27 18:00:00,bhanumati58@example.net,+91-9539102530
ORD0000694,CUST00252,Electronics,2,330.93,2024-02-27 20:00:00,vedhikaoza@example.net,+91-9533285000
ORD0000695,CUST00415,Electronics,3,155.36,2024-02-27 22:00:00,batrahardik@example.net,+91-9535370628
ORD0000696,CUST00787,Grocery,1,986.86,2024-02-28 00:00:00,hbabu@example.org,+91-9475200617
ORD0000697,CUST00445,Apparel,1,5464.83,2024-02-28 02:00:00,ashan@example.com,+91-9968368011
ORD0000698,CUST00182,Electronics,2,12924.83,2024-02-28 04:00:00,kevinmittal@example.org,+91-9830941009
ORD0000699,CUST00167,Electronics,1,989.46,2024-02-28 06:00:00,girik54@example.org,+91-9205442873
ORD0000700,CUST00091,Home,1,2742.65,2024-02-28 08:00:00,noah06@example.net,+91-9852370324
ORD0000701,CUST00714,Electronics,2,1132.4,2024-02-28 10:00:00,vivaan61@example.net,+91-9998012564
ORD0000702,CUST00531,Electronics,2,1478.65,2024-02-28 12:00:00,agarwaltanay@example.com,+91-9972551554
ORD0000703,CUST00039,Electronics,2,637.69,2024-02-28 14:00:00,deoupkaar@example.net,+91-9737792324
ORD0000704,CUST00126,Electronics,2,1091.25,2024-02-28 16:00:00,aandra@example.net,+91-9771063384
ORD0000705,CUST00451,Electronics,2,1536.83,2024-02-28 18:00:00,jai62@example.com,+91-9221395961
ORD0000706,CUST00173,Electronics,1,503.48,2024-02-28 20:00:00,karnikleela@example.org,+91-9991322687
ORD0000707,CUST00653,Electronics,1,830.9,2024-02-28 22:00:00,chauhandhriti@example.com,+91-9164039088
ORD0000708,CUST00754,Grocery,1,846.89,2024-02-29 00:00:00,laksh62@example.net,+91-9223429447
ORD0000709,CUST00220,Electronics,1,2051.66,2024-02-29 02:00:00,ekapadwali@example.net,+91-9655781648
ORD0000710,CUST00638,Books,2,309.19,2024-02-29 04:00:00,galaria@example.com,+91-9107148703
ORD0000711,CUST00058,Books,3,852.74,2024-02-29 06:00:00,maxsabharwal@example.net,+91-9916931397
ORD0000712,CUST00660,Electronics,4,6075.41,2024-02-29 08:00:00,fkalla@example.org,+91-9871157616
ORD0000713,CUST00476,Apparel,2,,2024-02-29 10:00:00,jatinrajagopalan@example.com,+91-9844474343
ORD0000714,CUST00456,Electronics,1,3460.54,2024-02-29 12:00:00,ymurty@example.org,+91-9844242310
ORD0000715,CUST00361,Books,1,920.05,2024-02-29 14:00:00,aradhanachad@example.org,+91-9692824070
ORD0000716,CUST00001,Electronics,3,,2024-02-29 16:00:00,avi43@example.net,+91-9413176174
ORD0000717,CUST00387,Apparel,2,2446.07,2024-02-29 18:00:00,manyamerchant@example.net,+91-9844711142
ORD0000718,CUST00348,Apparel,2,4273.79,2024-02-29 20:00:00,khatriwarda@example.com,+91-9328745973
ORD0000719,CUST00190,Electronics,3,127.54,2024-02-29 22:00:00,khoslaxalak@example.net,+91-9512909850
ORD0000720,CUST00505,Electronics,2,240.94,2024-03-01 00:00:00,wableadvik@example.com,+91-9290971848
ORD0000721,CUST00191,Apparel,3,3325.73,2024-03-01 02:00:00,kevin69@example.com,+91-9417947675
ORD0000722,CUST00508,Grocery,1,680.69,2024-03-01 04:00:00,orinder71@example.org,+91-9158668750
ORD0000723,CUST00369,Electronics,four,458.65,2024-03-01 06:00:00,atwaladweta@example.org,+91-9183450049
ORD0000724,CUST00409,Apparel,3,256.17,2024-03-01 08:00:00,bhasinmitali@example.net,+91-9433495238
ORD0000725,CUST00117,Electronics,1,515.42,2024-03-01 10:00:00,yachana66@example.net,+91-9240252206
ORD0000726,CUST00134,Grocery,2,,2024-03-01 12:00:00,obutala@example.net,+91-9708574417
ORD0000727,CUST00058,Electronics,1,7266.97,2024-03-01 14:00:00,arunimachacko@example.com,+91-9480254549
ORD0000728,CUST00556,Books,4,877.93,2024-03-01 16:00:00,vaidyasamar@example.org,+91-9761314801
ORD0000729,CUST00685,Electronics,1,847.3,2024-03-01 18:00:00,mahika91@example.com,+91-9459627273
ORD0000730,CUST00672,Electronics,2,1616.59,2024-03-01 20:00:00,dkhare@example.org,+91-9644686069
ORD0000731,CUST00173,Electronics,1,2350.41,2024-03-01 22:00:00,sarafjack@example.com,+91-9757282417
ORD0000732,CUST00149,Electronics,2,2312.05,2024-03-02 00:00:00,moreparth@example.org,+91-9650540064
ORD0000733,CUST00080,Electronics,1,2627.06,2024-03-02 02:00:00,devanadvay@example.org,+91-9943971462
ORD0000734,CUST00213,Electronics,1,477.78,2024-03-02 04:00:00,hpalan@example.net,+91-9302883202
ORD0000735,CUST00203,Books,1,666.56,2024-03-02 06:00:00,ojas52@example.net,+91-9328039469
ORD0000736,CUST00764,Electronics,4,1937.26,2024-03-02 08:00:00,jacob05@example.com,+91-9502964540
ORD0000737,CUST00229,Electronics,1,529.86,2024-03-02 10:00:00,devansh49@example.net,+91-9581249443
ORD0000738,CUST00676,Electronics,1,893.27,2024-03-02 12:00:00,tanejatamanna@example.net,+91-9589760268
ORD0000739,CUST00227,Electronics,3,1337.78,2024-03-02 14:00:00,christopher79@example.org,+91-9645009935
ORD0000740,CUST00659,Electronics,2,1968.81,2024-03-02 16:00:00,nakul41@example.net,+91-9576118735
ORD0000741,CUST00532,Electronics,4,151.76,2024-03-02 18:00:00,kariyashodhara@example.org,+91-9105875445
ORD0000742,CUST00441,Electronics,1,1834.9,2024-03-02 20:00:00,arorayash@example.org,+91-9113801604
ORD0000743,CUST00402,Electronics,2,710.72,2024-03-02 22:00:00,ypatla@example.org,+91-9944387571
ORD0000744,CUST00047,Electronics,1,1821.58,2024-03-03 00:00:00,balendrasaini@example.org,+91-9329351384
ORD0000745,CUST00233,Apparel,1,1952.63,2024-03-03 02:00:00,yuvraj65@example.com,+91-9214761509
ORD0000746,CUST00305,Electronics,2,,2024-03-03 04:00:00,pradhanjagdish@example.net,+91-9582294757
ORD0000747,CUST00526,Electronics,2,3475.36,2024-03-03 06:00:00,golaudant@example.net,+91-9548165297
ORD0000748,CUST00143,Beauty,one,3451.53,2024-03-03 08:00:00,rattanekapad@example.com,+91-9594141477
ORD0000749,CUST00415,Electronics,1,3803.47,2024-03-03 10:00:00,deepa51@example.net,+91-9422803558
ORD0000750,CUST00513,Apparel,1,1201.56,2024-03-03 12:00:00,xanand@example.org,+91-9655843127
ORD0000751,CUST00373,Electronics,1,927.21,2024-03-03 14:00:00,daksha93@example.com,+91-9519009854
ORD0000752,CUST00566,Grocery,5,2149.13,2024-03-03 16:00:00,wakeeta38@example.org,+91-9268549885
ORD0000753,CUST00259,Grocery,1,1866.99,2024-03-03 18:00:00,abeerrout@example.org,+91-9592879223
ORD0000754,CUST00656,Electronics,1,,2024-03-03 20:00:00,hiralandra@example.com,+91-9475892584
ORD0000755,CUST00471,Beauty,five,1345.91,2024-03-03 22:00:00,puridamyanti@example.org,+91-9805987033
ORD0000756,CUST00012,Electronics,five,866.88,2024-03-04 00:00:00,wazirsaini@example.com,+91-9888398138
ORD0000757,CUST00330,Electronics,1,382.25,2024-03-04 02:00:00,dharati@example.org,+91-9877980492
ORD0000758,CUST00736,Grocery,4,3263.19,2024-03-04 04:00:00,katazinal@example.com,+91-9850090155
ORD0000759,CUST00784,Grocery,1,948.8,2024-03-04 06:00:00,tara19@example.org,+91-9263199474
ORD0000760,CUST00358,Electronics,3,,2024-03-04 08:00:00,meeraborde@example.net,+91-9709696985
ORD0000761,CUST00408,Electronics,1,176.71,2024-03-04 10:00:00,sarankalpit@example.org,+91-9553244798
ORD0000762,CUST00668,Electronics,2,514.51,2024-03-04 12:00:00,advika56@example.net,+91-9157526838
ORD0000763,CUST00373,Electronics,4,927.64,2024-03-04 14:00:00,eesha74@example.org,+91-9355925376
ORD0000764,CUST00008,Grocery,1,2800.02,2024-03-04 16:00:00,jainlaban@example.net,+91-9554316935
ORD0000765,CUST00122,Electronics,4,1338.72,2024-03-04 18:00:00,dugalhitesh@example.org,+91-9330404478
ORD0000766,CUST00348,Electronics,1,1224.73,2024-03-04 20:00:00,ushukla@example.com,+91-9219924099
ORD0000767,CUST00676,Electronics,4,290.83,2024-03-04 22:00:00,wasonishita@example.org,+91-9515129684
ORD0000768,CUST00090,Electronics,2,282.32,2024-03-05 00:00:00,dmorar@example.com,+91-9702646013
ORD0000769,CUST00648,Electronics,1,1239.55,2024-03-05 02:00:00,chananakul@example.net,+91-9179679189
ORD0000770,CUST00698,Apparel,1,229.5,2024-03-05 04:00:00,banjeet35@example.org,+91-9314698610
ORD0000771,CUST00316,Beauty,two,527.49,2024-03-05 06:00:00,kothariishani@example.com,+91-9546021044
ORD0000772,CUST00178,Books,1,1481.66,2024-03-05 08:00:00,mistryabha@example.org,+91-9801868857
ORD0000773,CUST00540,Electronics,1,,2024-03-05 10:00:00,ravelsneha@example.net,+91-9904804900
ORD0000774,CUST00732,Books,1,4470.95,2024-03-05 12:00:00,girindrashere@example.org,+91-9412167472
ORD0000775,CUST00041,Grocery,1,3053.17,2024-03-05 14:00:00,jairajarora@example.org,+91-9413943106
ORD0000776,CUST00740,Grocery,3,186.53,2024-03-05 16:00:00,kalpithora@example.com,+91-9846582144
ORD0000777,CUST00704,Electronics,1,353.41,2024-03-05 18:00:00,frado99@example.com,+91-9971237660
ORD0000778,CUST00502,Electronics,1,91.31,2024-03-05 20:00:00,bainsdhruv@example.org,+91-9697622102
ORD0000779,CUST00145,Electronics,2,410.51,2024-03-05 22:00:00,fdave@example.com,+91-9589813536
ORD0000780,CUST00201,Electronics,1,1932.15,2024-03-06 00:00:00,basaktriya@example.org,+91-9404008310
ORD0000781,CUST00724,Electronics,1,593.54,2024-03-06 02:00:00,rachitarana@example.com,+91-9144077747
ORD0000782,CUST00461,Electronics,1,1423.39,2024-03-06 04:00:00,rajapooja@example.org,+91-9353417384
ORD0000783,CUST00732,Electronics,4,195.91,2024-03-06 06:00:00,tanish24@example.com,+91-9889347990
ORD0000784,CUST00752,Grocery,four,1994.15,2024-03-06 08:00:00,cdixit@example.net,+91-9770494852
ORD0000785,CUST00558,Electronics,1,515.37,2024-03-06 10:00:00,chakrikatara@example.com,+91-9500596294
ORD0000786,CUST00547,Electronics,2,908.84,2024-03-06 12:00:00,fbhat@example.com,+91-9911427000
ORD0000787,CUST00253,Home,2,818.22,2024-03-06 14:00:00,adevan@example.org,+91-9128004997
ORD0000788,CUST00390,Home,four,251.75,2024-03-06 16:00:00,anirudhraja@example.net,+91-9921451440
ORD0000789,CUST00594,Grocery,2,283.42,2024-03-06 18:00:00,varsha87@example.com,+91-9329050901
ORD0000790,CUST00256,Beauty,2,2363.25,2024-03-06 20:00:00,lipika42@example.org,+91-9481369584
ORD0000791,CUST00709,Electronics,1,1338.08,2024-03-06 22:00:00,theodore04@example.org,+91-9362819531
ORD0000792,CUST00450,Beauty,1,2565.86,2024-03-07 00:00:00,wwagle@example.net,+91-9538133251
ORD0000793,CUST00010,Electronics,1,1242.22,2024-03-07 02:00:00,nathanielchaudhry@example.org,+91-9957618429
ORD0000794,CUST00798,Electronics,3,1035.86,2024-03-07 04:00:00,amairawalla@example.net,+91-9800872519
ORD0000795,CUST00242,Electronics,2,159.81,2024-03-07 06:00:00,kandalipika@example.com,+91-9339164351
ORD0000796,CUST00251,Electronics,3,685.15,2024-03-07 08:00:00,patrickkhalsa@example.net,+91-9517540260
ORD0000797,CUST00005,Electronics,5,873.59,2024-03-07 10:00:00,jagrati90@example.net,+91-9794135710
ORD0000798,CUST00119,Apparel,1,6330.33,2024-03-07 12:00:00,lucky93@example.com,+91-9283977599
ORD0000799,CUST00374,Grocery,2,1784.61,2024-03-07 14:00:00,parth70@example.org,+91-9847676204
ORD0000800,CUST00065,Apparel,2,4171.63,2024-03-07 16:00:00,kaultheodore@example.org,+91-9870981081
ORD0000801,CUST00146,Electronics,5,1631.96,2024-03-07 18:00:00,vacharya@example.net,+91-9381273991
ORD0000802,CUST00224,Grocery,5,440.85,2024-03-07 20:00:00,kalpitoak@example.net,+91-9111025063
ORD0000803,CUST00239,Apparel,2,1009.41,2024-03-07 22:00:00,ekiyabhargava@example.org,+91-9282543328
ORD0000804,CUST00177,Electronics,1,1137.09,2024-03-08 00:00:00,luckychoudhry@example.net,+91-9854302700
ORD0000805,CUST00779,Apparel,3,351.02,2024-03-08 02:00:00,elijah56@example.net,+91-9660293468
ORD0000806,CUST00282,Electronics,1,611.32,2024-03-08 04:00:00,nayarchasmum@example.com,+91-9781278468
ORD0000807,CUST00063,Electronics,3,730.87,2024-03-08 06:00:00,nakulsarkar@example.net,+91-9154486683
ORD0000808,CUST00217,Home,4,4472.13,2024-03-08 08:00:00,lnadig@example.net,+91-9393568359
ORD0000809,CUST00795,Electronics,1,112.09,2024-03-08 10:00:00,udant92@example.com,+91-9624616784
ORD0000810,CUST00689,Electronics,2,2998.35,2024-03-08 12:00:00,chaitaly22@example.net,+91-9154084854
ORD0000811,CUST00461,Books,1,351.85,2024-03-08 14:00:00,ramanbachittar@example.org,+91-9580242518
ORD0000812,CUST00610,Grocery,1,227.68,2024-03-08 16:00:00,timothy91@example.com,+91-9736615148
ORD0000813,CUST00105,Electronics,1,2921.76,2024-03-08 18:00:00,garimabrahmbhatt@example.org,+91-9889492360
ORD0000814,CUST00099,Electronics,3,1866.65,2024-03-08 20:00:00,ekaja21@example.net,+91-9449349249
ORD0000815,CUST00511,Electronics,4,3147.99,2024-03-08 22:00:00,sanya04@example.org,+91-9718270270
ORD0000816,CUST00385,Apparel,4,1999.6,2024-03-09 00:00:00,ekanshpalla@example.com,+91-9537343199
ORD0000817,CUST00405,Electronics,1,7043.39,2024-03-09 02:00:00,agarwalchanakya@example.com,+91-9212878898
ORD0000818,CUST00518,Electronics,3,1569.83,2024-03-09 04:00:00,ksaini@example.com,+91-9602020638
ORD0000819,CUST00476,Home,2,767.79,2024-03-09 06:00:00,wradhakrishnan@example.net,+91-9163424518
ORD0000820,CUST00709,Electronics,1,1265.13,2024-03-09 08:00:00,echaudhuri@example.net,+91-9138664093
ORD0000821,CUST00645,Electronics,1,3113.4,2024-03-09 10:00:00,nicholasseth@example.org,+91-9621151417
ORD0000822,CUST00771,Electronics,1,411.84,2024-03-09 12:00:00,menonanmol@example.com,+91-9192292914
ORD0000823,CUST00437,Apparel,four,467.83,2024-03-09 14:00:00,henry15@example.org,+91-9580796215
ORD0000824,CUST00023,Electronics,five,659.21,2024-03-09 16:00:00,udyal@example.org,+91-9679926088
ORD0000825,CUST00565,Electronics,2,109.44,2024-03-09 18:00:00,nigamvasudha@example.net,+91-9928372540
ORD0000826,CUST00677,Grocery,1,1030.79,2024-03-09 20:00:00,sankarnitesh@example.net,+91-9648650989
ORD0000827,CUST00714,Electronics,2,136.17,2024-03-09 22:00:00,ddugar@example.org,+91-9121356665
ORD0000828,CUST00458,Electronics,1,946.77,2024-03-10 00:00:00,samesh36@example.net,+91-9883741614
ORD0000829,CUST00083,Electronics,1,2133.01,2024-03-10 02:00:00,baghyawati43@example.org,+91-9863959257
ORD0000830,CUST00145,Electronics,2,557.31,2024-03-10 04:00:00,ramaswamyvritti@example.org,+91-9536259328
ORD0000831,CUST00085,Electronics,1,,2024-03-10 06:00:00,patelaarush@example.com,+91-9314354909
ORD0000832,CUST00078,Electronics,3,208.41,2024-03-10 08:00:00,menonvarsha@example.org,+91-9436519608
ORD0000833,CUST00457,Electronics,one,2955.02,2024-03-10 10:00:00,balsamuel@example.org,+91-9447733029
ORD0000834,CUST00001,Electronics,2,1763.64,2024-03-10 12:00:00,finn71@example.com,+91-9423291837
ORD0000835,CUST00051,Books,1,161.41,2024-03-10 14:00:00,fsinha@example.net,+91-9825729870
ORD0000836,CUST00685,Beauty,2,13504.72,2024-03-10 16:00:00,gavin86@example.org,+91-9415082072
ORD0000837,CUST00717,Grocery,1,842.4,2024-03-10 18:00:00,lakshmi52@example.com,+91-9941123153
ORD0000838,CUST00772,Books,1,373.35,2024-03-10 20:00:00,lallria@example.com,+91-9530727104
ORD0000839,CUST00446,Electronics,four,219.84,2024-03-10 22:00:00,upkaar49@example.org,+91-9469833143
ORD0000840,CUST00449,Beauty,1,720.53,2024-03-11 00:00:00,gunbirchada@example.net,+91-9249354562
ORD0000841,CUST00488,Electronics,3,790.44,2024-03-11 02:00:00,odika93@example.net,+91-9654960912
ORD0000842,CUST00034,Home,5,994.9,2024-03-11 04:00:00,ramomya@example.net,+91-9467119239
ORD0000843,CUST00348,Beauty,1,666.61,2024-03-11 06:00:00,ekeer@example.com,+91-9453703408
ORD0000844,CUST00095,Grocery,1,1691.25,2024-03-11 08:00:00,ranabakhshi@example.net,+91-9130088999
ORD0000845,CUST00072,Beauty,2,,2024-03-11 10:00:00,jaisen@example.org,+91-9316017616
ORD0000846,CUST00551,Apparel,4,129.68,2024-03-11 12:00:00,siddharthhans@example.org,+91-9530402904
ORD0000847,CUST00154,Electronics,4,773.28,2024-03-11 14:00:00,sampathfarhan@example.net,+91-9191347901
ORD0000848,CUST00250,Electronics,one,84.14,2024-03-11 16:00:00,ojaggi@example.org,+91-9553305896
ORD0000849,CUST00674,Apparel,3,1278.92,2024-03-11 18:00:00,ekaja11@example.com,+91-9593638539
ORD0000850,CUST00438,Electronics,1,,2024-03-11 20:00:00,rnanda@example.net,+91-9855097714
ORD0000851,CUST00118,Apparel,5,1057.18,2024-03-11 22:00:00,yarora@example.net,+91-9578091363
ORD0000852,CUST00771,Beauty,4,3341.17,2024-03-12 00:00:00,achowdhury@example.org,+91-9411721844
ORD0000853,CUST00306,Electronics,1,347.67,2024-03-12 02:00:00,harishcherian@example.net,+91-9390137432
ORD0000854,CUST00268,Grocery,1,2594.78,2024-03-12 04:00:00,mangalhemangini@example.com,+91-9241336714
ORD0000855,CUST00054,Home,one,582.08,2024-03-12 06:00:00,leela79@example.net,+91-9551582275
ORD0000856,CUST00236,Home,1,5183.29,2024-03-12 08:00:00,lbarad@example.com,+91-9193672269
ORD0000857,CUST00389,Beauty,3,623.19,2024-03-12 10:00:00,ndhawan@example.net,+91-9611733037
ORD0000858,CUST00734,Electronics,1,387.42,2024-03-12 12:00:00,zbarad@example.com,+91-9736639525
ORD0000859,CUST00763,Beauty,1,1785.12,2024-03-12 14:00:00,chandransoman@example.com,+91-9227080380
ORD0000860,CUST00401,Grocery,1,580.69,2024-03-12 16:00:00,anmol54@example.com,+91-9459552528
ORD0000861,CUST00624,Electronics,5,387.05,2024-03-12 18:00:00,vyanjana13@example.org,+91-9152764481
ORD0000862,CUST00767,Electronics,2,556.77,2024-03-12 20:00:00,saanvi54@example.net,+91-9268150307
ORD0000863,CUST00303,Grocery,1,858.68,2024-03-12 22:00:00,mchakraborty@example.com,+91-9541663561
ORD0000864,CUST00207,Electronics,1,3436.4,2024-03-13 00:00:00,niharikasundaram@example.net,+91-9898748422
ORD0000865,CUST00229,Apparel,two,129.79,2024-03-13 02:00:00,daksh82@example.org,+91-9327516899
ORD0000866,CUST00578,Apparel,3,918.81,2024-03-13 04:00:00,yashawini62@example.net,+91-9508301583
ORD0000867,CUST00075,Electronics,1,1677.24,2024-03-13 06:00:00,ghosereyansh@example.org,+91-9553559821
ORD0000868,CUST00435,Apparel,1,1089.47,2024-03-13 08:00:00,krishbachittar@example.com,+91-9847423055
ORD0000869,CUST00103,Grocery,1,3327.13,2024-03-13 10:00:00,patelrushil@example.com,+91-9861346840
ORD0000870,CUST00422,Electronics,1,833.52,2024-03-13 12:00:00,ucchal86@example.net,+91-9672933992
ORD0000871,CUST00704,Electronics,2,746.54,2024-03-13 14:00:00,balasubramanianwyatt@example.com,+91-9489061123
ORD0000872,CUST00764,Electronics,4,1623.48,2024-03-13 16:00:00,lsehgal@example.com,+91-9657939612
ORD0000873,CUST00738,Electronics,five,991.59,2024-03-13 18:00:00,hemangini24@example.net,+91-9587167102
ORD0000874,CUST00306,Home,3,607.65,2024-03-13 20:00:00,maneayaan@example.com,+91-9146013239
ORD0000875,CUST00098,Electronics,1,1504.39,2024-03-13 22:00:00,gabatanish@example.org,+91-9242481925
ORD0000876,CUST00798,Apparel,2,467.53,2024-03-14 00:00:00,samuelluthra@example.net,+91-9453448064
ORD0000877,CUST00335,Electronics,2,487.27,2024-03-14 02:00:00,bvarghese@example.net,+91-9548856574
ORD0000878,CUST00435,Electronics,1,,2024-03-14 04:00:00,somkevin@example.net,+91-9601326246
ORD0000879,CUST00447,Books,1,3474.03,2024-03-14 06:00:00,abhiramkapur@example.com,+91-9999451264
ORD0000880,CUST00308,Grocery,2,35.84,2024-03-14 08:00:00,anvi66@example.com,+91-9139126898
ORD0000881,CUST00249,Electronics,1,1333.55,2024-03-14 10:00:00,nkrishnan@example.com,+91-9211764414
ORD0000882,CUST00166,Electronics,1,929.15,2024-03-14 12:00:00,mekhala91@example.org,+91-9820954168
ORD0000883,CUST00481,Electronics,2,167.19,2024-03-14 14:00:00,barkha41@example.com,+91-9746757570
ORD0000884,CUST00335,Electronics,5,1223.81,2024-03-14 16:00:00,nayararadhana@example.net,+91-9222634304
ORD0000885,CUST00542,Apparel,1,1444.84,2024-03-14 18:00:00,aradhana44@example.org,+91-9212267878
ORD0000886,CUST00759,Electronics,3,1619.12,2024-03-14 20:00:00,zansikhosla@example.org,+91-9635801108
ORD0000887,CUST00106,Electronics,1,63.32,2024-03-14 22:00:00,rnagarajan@example.org,+91-9250640620
ORD0000888,CUST00563,Electronics,3,3520.61,2024-03-15 00:00:00,tankchakrika@example.com,+91-9133529501
ORD0000889,CUST00081,Home,four,429.35,2024-03-15 02:00:00,yravel@example.net,+91-9303963615
ORD0000890,CUST00133,Beauty,four,1783.92,2024-03-15 04:00:00,guptahemal@example.net,+91-9931865632
ORD0000891,CUST00797,Electronics,1,1883.85,2024-03-15 06:00:00,vamakshiparmer@example.net,+91-9511490223
ORD0000892,CUST00138,Grocery,four,373.64,2024-03-15 08:00:00,onkar82@example.com,+91-9412107285
ORD0000893,CUST00184,Electronics,2,,2024-03-15 10:00:00,sinhakabir@example.net,+91-9377223389
ORD0000894,CUST00401,Electronics,1,610.64,2024-03-15 12:00:00,qadim51@example.org,+91-9407472053
ORD0000895,CUST00330,Grocery,1,,2024-03-15 14:00:00,udant46@example.com,+91-9362465901
ORD0000896,CUST00785,Home,1,2886.33,2024-03-15 16:00:00,abha94@example.com,+91-9987888387
ORD0000897,CUST00508,Home,1,413.62,2024-03-15 18:00:00,singhalchatresh@example.net,+91-9243918294
ORD0000898,CUST00069,Apparel,3,382.03,2024-03-15 20:00:00,sodhirobert@example.net,+91-9312457910
ORD0000899,CUST00546,Electronics,1,600.0,2024-03-15 22:00:00,rajchanchal@example.com,+91-9415478443
ORD0000900,CUST00774,Grocery,1,1178.78,2024-03-16 00:00:00,doralaksh@example.org,+91-9670064080
ORD0000901,CUST00053,Electronics,2,847.87,2024-03-16 02:00:00,nimrat97@example.org,+91-9791672564
ORD0000902,CUST00450,Apparel,1,1553.19,2024-03-16 04:00:00,pranit17@example.com,+91-9157512521
ORD0000903,CUST00205,Electronics,2,235.22,2024-03-16 06:00:00,dhritibhardwaj@example.org,+91-9902204898
